author,date,comment
oidjsf,1401-02-03,دلیلش هم این است که برخلاف اغلب شعرا ،خیام از طریق شاعری امرار معاش نمیکرده. او ریاضی دادن و منجم و فیلسوف بود و احتیاجی به مدیحه سرایی و تعارفات مرسوم نداشته. خیام ادعای شاعر بودن نداشته. و این اشعار را هم برای دل خو سروده. بنابراین نیازی به ملاحظه و خودسانسور نبوده. او اگر نگوییم تنها شاعر ،میتوتنیم بگوییم جز انگشت شمار شعرایی است که برای هیچ پادهاشی مدیحه نسروده و مجیز گویی از هیچ دین و مسلکی نکرده.
oidjsf,1401-02-03,همین برای شخص من باعث شده که جایگاه اورا بسیار بالاتر از دیگر شعرای نامی بدانم با اینگه از نظر صنایع ادبی و مهارت سرودن شاید به اندازه انها ماهر نبوده
oidjsf,1401-02-03,عبادت برای بدست آوردن حوری و منفعت کم ارزشترین عبادتها ست شاید و نه به یقین در زمان خیام اکثر انسانها جزو این دسته بوده باشند و خیام بدین صورت اعتراض خود را اعلام کرده باشد و این نظر شخصی من است و بسا اینکه ممکن است واقع این نباشد ولی دانشمند بودن خیام در زمینه های علمی بر کسی پوشیده نیست ولی ما هرگز نمیتوانیم خیام را عاری از اشتباه فرض کنیم و در منطق قضاوت او را جای خدا قرار بدهیم و حرف او را بدون قید و شرط قبول کنیم خیام گفته که گفته من اگه در جایگاه یک ملحد هم بخوام  بگم میگم شاید خیام درست بگه شاید هم کس دیگر در ست بگه هیچ بایدی وجود ندارد مگر اثباط شده باشد و قضاوت با خودتان است. امام علی(ع) عبادت‌های مردم را با توجه به اهداف و انگیزه‌های موجود در آنها، به سه نوع تقسیم می‌کند:
oidjsf,1401-02-03,«إِنَّ قَوْماً عَبَدُوا اللهَ رَغْبَةً فَتِلْکَ عِبَادَةُ التُّجَّارِ وَ إِنَّ قَوْماً عَبَدُوا اللهَ رَهْبَةً فَتِلْکَ عِبَادَةُ الْعَبِیدِ وَ إِنَّ قَوْماً عَبَدُوا اللهَ شُکْراً فَتِلْکَ عِبَادَةُ الْأَحْرَار».[1]
oidjsf,1401-02-03,گروهی از مردم، خدا را به خاطر دست‌یابی به نعمت‌های بهشتی می‌پرستند. حضرت علی(ع) این نوع عبادت را عبادت تاجران نام‌ می‌گذارد؛ زیرا این افراد مانند تاجران و بازرگانان به امید دریافت سود و رسیدن به منفعت، با دیگران داد و ستد می‌کنند.
oidjsf,1401-02-03,گروهی دیگر به خاطر ترس از عذاب جهنم و برای رهایی از سختی‌های آخرت، به عبادت خدا روی می‌آورند. این نوع عبادت، عبادت بردگان است؛ زیرا بردگان از روی ترس و به خاطر تنبیه نشدن،‌ دستورات صاحب خود را اطاعت کرده و از او پیروی می‌کنند.
oidjsf,1401-02-03,اما گروهی از بندگان، خدا را برای شکرگذاری از او عبادت می‌کنند (یعنی او را شایسته عبادت دیده و عبادت را صرفاً به خاطر خود خدا انجام می‌دهند). این نوع عبادت، عبادت آزادمردان و آزادگان است. این افراد خدا را با معرفت و اخلاص عبادت می‌کنند، و این نوع،‌ برترین و بهترین نوع عبادت است.
oidjsf,1401-02-03,قومی متفکرند اندر ره دین
oidjsf,1401-02-03,قومی به گمان فتاده در راه یقین
oidjsf,1401-02-03,میترسم از آن که بانگ آید روزی
oidjsf,1401-02-03,کای بیخبران راه نه آنست و نه این
oidjsf,1401-02-03,بعضی دوستان اینقدر تند میروند که اگر شاعر بگوید ر.. . م به دهنت . اینان تفسیر می کنند منظور ریختن شراب عشق و عرفان در تنگنای انسانی بر روح جستجوگر ادم خاکیست
oidjsf,1401-02-03,به نظرم کاملا مشخصه چی داره میگه. خیلی واضح میگه به بهشت و جهنم اعتقادی نداره و آدم باید در دم شاد باشه. نه تنها این رباعی کلیه رباعیات خیام همین رو میگن. اینا که منظور شراب بهشتیه و ... اصلا درست نیست.
oidjsf,1401-02-03,سلام بنظر من اب انگور استعاره از عشق الهی است که بهشت با حورش بهشت نیست و با عشق الهیه که بهشته
oidjsf,1401-02-03,هر کسی از ظن خود شد یار من
oidjsf,1401-02-03,از درون من نجست اسرار من
oidjsf,1401-02-03,این شعر نمیگه بهشت و جهنم کشکه بلکه میگه اگه واسه حال بردن از حوری و شراب و  این چیزا می خوای بهشت بشین همین کارو رو اینجا انجام بده اونور جای اینکار ها نیست واسه هدف پست خدا رو عبادت نکن 
oidjsf,1401-02-03,بابا رو نبوس که سوییچ ماشینو ازش بگیری دور دور کنی 
oidjsf,1401-02-03,درنَیابَد حالِ پُخته هیچ خام		پس سُخن کوتاه باید، وَِالسَلام
oidjsf,1401-02-03,هرکسی از ظن خود شد یار من / از درون من نجست احوال من
oidjsf,1401-02-03,سر من از ناله من دور نیست / لیک چشم و گوش را آن نور نیست
oidjsf,1401-02-03,دوستان نگران نباشید این خاصیت شعر شاعران بزرگه که گنجها رو به دست نا اهلش میدن تا اون رو حفظ کرده و به دست اهلش برسونن چنان الماسی که همچون تیله ای تراش داده شده و به دست بچه ای سپرده باشند، بچه ها با اون بازی می کنن و سرگرم میشن و از گزند سارقان و راهزنان در امان می مونه تا اینکه اهل علم یا معرفتی اون رو دیده و ازش بهره مند میشه.
oidjsf,1401-02-03,"همان طور که قرآن عزیز می گه «اکثرهم لا یعقلون» ، «اکثرهم لا یعلمون» و «اکثرهم لا یومنون»، شما با غصه زیاد خوردن خودتون رو آزار ندید ""خداوند نور خود را کامل می کند هرچند کافران را خوش نیاید""."
oidjsf,1401-02-03,اینکه ما بخواهیم عقاید خود را به دیگران تحمیل یا عقاید دیگران را مورد حمله قرار دهیم دقیقا همان کاریست که حکیم عمر خیام بیش از هر چیز از آن نفرت داشته زیرا خود حکیم در زمان خود مورد هجوم  تفکرات افراطی متعصبان شد.حالا فرقی ندارد که دینداران بخواهند افراد بی اعتقاد به دین را تحت فشار قرار دهند یا افراد بی دین بخواهند عقاید دینداران را مورد تمسخر و حمله قرار دهند هردو عملی زشت و ناپسند هستند که در تاریخ برای هردو مثال های زیادی وجود دارد.زیبایی ادبیات به همین نظرات و دید های مختلف است پس خواهش میکنم این زیبایی را به تعصب آلوده نکنید.
oidjsf,1401-02-03,"برای تفسیر این شعر باید شعرای ""ایرج میرزا"" رو خوند"
oidjsf,1401-02-03,به به.
oidjsf,1401-02-03,.
oidjsf,1401-02-03,اونایی که فکر میکنن منظور خیام از می، نور الهی یا چیزایی مثل اینه، لطفا بفرمایند اگه منظور خیام از می همون شراب یا باده یا... بود، چجوری باید میگفت می که باورتون بشه که منظورش همون می یا شرابه؟
oidjsf,1401-02-03,اگه واقعا منظورش می بود و نه چیز دیگه چجور باید میگفت می؟ به چه زبونی؟ با چه واژه ای؟
oidjsf,1401-02-03,"(بگذار دیگران هر چه میخواهند بگویند، زیرا هر کس آزاد است که احمق باشد. ""آرتور شوپنهاور"")"
oidjsf,1401-02-03,دوستان گرامی و برادران ولایتی،اینقدر سفسطه نکنید و همه چیز رو به خدا و الاه ربط ندید،با اندکی تفکر،یه مسئله ساده ست،حکیم خیام بطور کاملا شفاف گفته اند آب انگور،نگفته می یا شراب،دیگه از این واضح تر واقعا چجوری باید میگفت،آب انگور ،دوست گرامی،سوال من اینه،چجوری باید میگفت که شما قبول کنی،؟؟،اگر هم طرز تهیه شراب رو تو شعرش توضیح میداد،بازم شما بنحوی اینو میچسبوندی به فلسفه و عرفان !
oidjsf,1401-02-03,سلام دوستان
oidjsf,1401-02-03,خوانش هر متنی، نیازمند آشنایی با عناصر ویژه آن متن و دنیای اندیشه پدیدآورنده آن است. شعر هم عناصر مختلفی دارد که زبان، عاطفه، موسیقی و ... است. علوم سه‌گانه بلاغت، بیان و معانی و آرایه‌های ادبی است. بیان شامل مجاز و استعاره و تشبیه و کنایه است و هر کدام اینها اجزای ریزتری دارند مثلا نماد در گروه انواع استعاره قرار می‌گیرد. زبان شعر ترکیبی از این عناصر و علوم است.
oidjsf,1401-02-03,حور را می‌توان نماد و نماینده تام و تمام لذات بهشتی دانست و آب انگور را نیز نماد و نماینده کامل لذات دنیایی.
oidjsf,1401-02-03,مبالغه، غلو و اغراق هم سه آرایه ادبی است که بنا به شدت واقعیت‌گریزی و بزرگ‌نمایی نام‌گذاری و تعریف شده‌اند.
oidjsf,1401-02-03,متن ادبی، جمله‌بندی ایده‌ای است که نویسنده و شاعر آن در ذهن داشته و این ایده و متن منطقی توامان زبانی و فلسفی دارد و در واقع هر متنی، یک گزاره اصلی است که ممکن است چند گزاره کوچک و کمک‌کنند داشته باشد. 
oidjsf,1401-02-03,پیدا کردن ساختار منطقی گزاره با آشنایی به زبان ادبی و عناصر آن سهل‌تر می‌شود.
oidjsf,1401-02-03,برداشت کلی از اندیشه خیام در این رباعی این است که برای لذت بردن از زندگی نباید تنها منتظر قیامت و آن دنیا بود، این دنیا هم لذات خود را دارد. بیت دوم هم مبالغه است و هدف آن معنای تحت اللفظی نیست و کارکرد مبالغه‌ای مد نظر است.
oidjsf,1401-02-03,فلسفه «دم را غنیمت شمردن»، اساس اندیشه خیام است و او هر بار با ابزار و عناصر شعری، آن را برجسته کرده است؛ گاه با غلو، گاه با مبالغه و گاه با ... و در این میان از مفاهیم اباحه‌گر نما نیز استفاده می‌کند تا آن برجسته‌سازی بیشتر به نظر برسد.
oidjsf,1401-02-03,به نظر من خیام با این مرتبه علمی و درجه ای که داشته، هیچ وقت با این قاطعیت مفهوم دینی یا غیر دینی به شعرهاش نداده و در واقع تو همه رباعیاتش عمدا جای شک و برداشت دوگانه گذاشته. حالا ما با این حد کم علممون بخوایم با قاطعیت بگیم کاملا مذهبی یا کاملا پوچ گرا بوده، درست نیست! به قول خود استاد:
oidjsf,1401-02-03,قومی متفکرند اندر ره دین
oidjsf,1401-02-03,قومی به گمان فتاده در راه یقین
oidjsf,1401-02-03,می ترسم از آن که بانگ آید روزی
oidjsf,1401-02-03,کای بی خبران، راه نه آنست و نه این
oidjsf,1401-02-03,معنی این دو بیت کاملا مشخصه و شاعر اصلا آرایه ادبی پیچیده ای استفاده نکرده و نیازی به این همه جنگ و دعوا نیست!
oidjsf,1401-02-03,"""مخاطبِ"" شاعر افراد متظاهر به دینداریِ"
oidjsf,1401-02-03, و نصیحتش به اونها اینه که
oidjsf,1401-02-03,"""اگر"" خدا و ایمان شما برای حورالعین بهشتی و نهر های پر از شرابِ به قول معروف نسیه رو ول کن نقد و بچسب! "
oidjsf,1401-02-03,"و نهایتا این که ""وصف خوشی ها"" اون طور که به نظر میرسه نیست و بدست آوردن آن به این آسانی نیست."
oidjsf,1401-02-03,من فکر کنم معنی دقیق این شعر رو فقط و فقط بطور کامل ملاها و جامعه روحانیت فهمیدن.اونا میدونن آخرت و بهشت و جهنم کشکه واسه همین حاضرن همه چی رو فدا کنن تا تو همین دنیا زندگش کنن.
oidjsf,1401-02-03,اول: گوگل کنید آزمون مارشملو؟
oidjsf,1401-02-03,دوم: فکر کنم مشخصه چی گفته. بچسب به چیزی که داری، هرچند بد، مادی، فانی، و... چون هر بهشت و حور و هر چی هم که باشه نسیه است و معلوم نیست باشه یا نه. پس بچسبیم به کمِ نقد، نه به زیادِ نسیه.
oidjsf,1401-02-03,دوستانی که نوشتند : «به نظر من ...» چنین و چنان، توجه شما رو فقط به یک نکته جلب می‌کنم. حتما می‌دونید که این شاعر شهیر کشورمون، معروف به «حکیم عمر خیام نیشابوری» هستند.
oidjsf,1401-02-03,نوجه فرمودید که بارزترین صفت ایشون، «حکیم» بوده. لطفا یک تحقیقی بکنید که حکیم به چه کشس گفته میشده و گفته میشه و حکمت از چه و کجا سرچشمه میگیره. قطعا متوجه میشید که طرز فکر حکما چگونه بوده و گفته‌هاشون رو چطور باید درک کرد و اصلا ربطی به بعضی از حرف‌هایی که اینجا نوشته‍شده، دارند یا خیر.
oidjsf,1401-02-03,اگر کسی نظر شخصی خودش رو میخواد بگه، اشکالی نداره، ولی حرف توی دهن دیگران گذاشتن و به حکما نسبت دادن، روا نیست.
oidjsf,1401-02-03,موفق و موید باشید.
oidjsf,1401-02-03,متن من رو  با این فرض که منظور از خیلم شراب بوده و اینکه قیامت رو باور نداشت بخونید اون هایی که اینقد هی موافق بودن با نظر این شاعر شما حافظ رو  نمی بینید مولوی رو نمی بینید سعدی رو نمی بینید زکریای رازی رو نمی بینید ابو علی سینا رو نمی بینید جابر بن حیان که تو  ویکی پدیا هم  رو نمی بینید ابن هیثم رو نمی بینید خواجه نصیر الدین طوسی رو نمی بینیدابو ریحان بیرونی رو نمی بینید ملاصدرا رو نمی بینید و خیل عظیم بزرگانی دیگر مثل فردوسی اووو تا دلت بخواد بعد یه شاعر دانشمند اومده گفته آقا بهشت و جهنم رو ول کن و لذت های حرام دنیا رو بچسب حرف اون رو به دندون گرفتید و دارید سواری می گیر  و اون  همه فیلسوف و ریاضی دان و حکیم  و عارف و ادیب و شیمی دان و فیزیک دان و همه چیز دان و منجم و منطق دان رو ول کردید؟! کافیه یه سرچ بکنیدو این مشخصی هایی که برای این بزرگان گفتم رو از تو نویسه  ای که ویکی پدیا برای بیو گرافی هر آدم معروفی مینویسه و تو همون صفحه ی اول که سرچ می کنید می بینید ببینید. هیچ کس تا حالا نتونسته چه با فلسفه چه باعلم بگه  خدا نیست قیامت نیست بلکه این که   خدا هست  و  یه مواخذه در جهانی مشخص که عدالت رو بر اساس معیار های ذات بی نهایت (خدا) برقرار کنه به احتمال 100 درصد از لحاظ فلسفی وجود داره الان اثباتش رو میگم :هر معلولی یه علتی  داره پس برای مثال جهان که از یه موقعی از یه ذره ای به وجود اومده اون ذره رو یه به وجود آورنده ای به وجود آورده و  چون   قبلش هیچ چیزی وجود نداشت  اون به وجود آورنده باید در حالت عدم وجود رو به وجود میاورد و جز یه ذات بی نهایت از  نظر فلسفی نمیتونه در حالت عدم وجود رو به وجود بیاره خب پس هر چیزی که به وجود آمده بی نهایت از اون در اون ذات بی نهایت وجود داره چون هر چیزی از اون به وجود آورنده جریان وجودیش رو طی می کنه  و  او ذاتش بی نهایته پس از هرچیزی که به  وجود آورده   اگر ضعف  حساب نشه چون ضعف با بی نهایت بودن در تضاد هست خی حالا همه  می دونیم که عدالت ضعف نیست پس بی نهایت عدالت در اون ذات بی نهایت(که ما اسم این به وجو آورنده رو گذاشتیم  خدا)وجود داره دقت کنید  بی نهایت عدالت پس اون ذات بی نهایت باید به هرحال عدالت رو در نهایت بین همه رعایت کنه خب حالا یه سوال اگه بعضیا مثل آدمای ظالمی که این همه آدم روکشتن یه بار با اعدام کشته بشن کشتن اون هم آدم جبران میشه؟؟ کشتن اون ظالم،ظلمی که نسبت خود کسایی کشتشون و خانواده هاشون کرد جبران میشه؟؟ جواب نه هست پس  قطعا  باید در جایی دیگه عدالت به  صورت  کامل اجرا شه خب مسلمان ها  طبق عقایدشون اسم این مکان که مواخذه صورت می گیره گذاشتن قیامت باور کنید هر چی مسلمونا میگن بنیاد های عظیم علمی فلسفی داره خب اینم اثبات عقلی  و منطقی صد در صدی قیامت یا همون به اصطلاح  بهشت و جهنم. برای مثال یه چیز علمی مسلمونها رو میگم مسلمونا تو احکامشون اینو دارن که اگه دارید جایی مثل دستشویی میرید در ورود با پای چپ وارد بشید و در خروج با پای راست ولی وقتی میخواین وارد جاهایی مثل مسجد یا خونه بشید در ورود با پای راست وارد بشید و در خروج با پای چپ حالا دلیلش دانشمندا کشف کردن که اگه آدم  موقع سکته کردن پای چپش جلو باشه به عقب پرت میشه ولی اگه  پای راستش جلو باشه به جلوپرت میشه حالا اگه ما  این حکم   رو رعایت کنیم اگه در موقع ورود به دستشویی با پای چپ  وارد شیم اگه همونجا سکته کردیم به جای این که با سر بریم تو توالت میوفتیم تو خونه و حال بقیه رو موقع بلند کردن جسدمون بهم نمی   زنیم و در موقع خروج هم اگه با پای راست خارج شیم بازهم به جای افتادن تو دستشویی میوفتیم تو خونه و جاهایی مثل مسجد و خونه ی   خودمون هم روند سکته رو  خودتو تشخیص  بدین دیگه حالا اینو دقت کنید اسلام  1400 سال پیش اینو گفته بود پس بیاین به دینی روی  بیاریم که خدا  توشه و  انسان های خوبی مثل ام حسین علیه السلام داره و برای ورود به دین اسلام هم خوندم که باید بگی اشهد ان لا اله الا الله و بعدش بگی اشهدان محمد الرسول الله همین خب در پناه حق باشید یاعلی و خداحافظ
oidjsf,1401-02-03,خیام تو این رباعی به طور واضح داره حرفشو میزنه که بهشتو جهنم کشکه.دیگه نمیدونم چرا یه سری میخوان بگن نه این منطورش یه چی دیگه س.
oidjsf,1401-02-03,سلام،
oidjsf,1401-02-03,مصرع اول در اینگونه دکر شده ولی سایت تاکید داره، که متن خود درست است لطفا بررسی میکنید.
oidjsf,1401-02-03,*زاهد گوید که جنت و حور خوش است/ من می گویم که آب انگور خوش است*
oidjsf,1401-02-03,در دوره خیام هنوز نمادهای عرفانی شکل نگرفته بود که خیام بخواد ازشون استفاده کنه، تعبیر عرفانی ازین اشعار صرفا چپوندن معانی عرفانی در دهان خیامه، این شعر هم تنها شعری نیست ک خیام توش دست ب انتقاد از خرافه‌های مذهبی زده. اساسا فلاسفه برای همین از جانب مذهبیون همیشه مورد آزار و اذیت قرار می‌گرفتن
oidjsf,1401-02-03,گویند بهشت عدن با حور خوش است 
oidjsf,1401-02-03,من میگویم که آب انگور خوش است
oidjsf,1401-02-03,این شعر به معنای دقیق مانیفست فکری و احتمالا مشی زندگی ایشون رو مختصر و مفید شرح میده...ناسخ و منسوخ هم نداره
oidjsf,1401-02-03,بعضی دوستان چنان قند تو دلشون آب شده که یه نفر یه سری حرف زده که با امیال و خوشگذرونی های دنیویشون جور میاد که انگار اون دنیا قراره این ابیات را حجت بگیرن و جواب کاراشونو بدن شما اگه طرز تفکرتون اینه چرا دنبال 4 تا بیت شعر هسین واسه مهر تایید پای کاراتون و سعی دارین خیام را یه عارف معرفی کنید، همینطوری خوش باشین و حال زندگیتونو ببرین دیگه. بعد جالب تر اینه که 60 هزار بیت مولانا را که بزرگترین عارف تاریخ بشریت هست و تو تک تک ابیاتش داره داد میزنه که این زندگی یه خواب بیشتر نیستو نمیبینن یا سعی میکنن نفهمن ولی جوری زیر این مدل اشعار ذوق زده میشن و افاده کلام میکنن که آدم متحیر میمونه
oidjsf,1401-02-03,بعدشم ایشون یه ریاضی دان و منجم بوده و بسیار بسیار هم باعث افتخار هست حضورشون و دست آوردهاشون ولی چه ارتباطی داره که بعضی دوستان میخوان جواب مهمترین و اساسی ترین سوال زندگیشونو از اشعار یه آدم علمی که همه ذهنش پر از دو دو تا چهارتای معمول دنیای علم هست بگیرن، اصن علم و عرفان جمع اضداده
oidjsf,1401-02-03,درود دوستان.
oidjsf,1401-02-03,در این مکان. جایی که هزاران شاعر برای اعتلای زبان فارسی تلاش کرده اند، نوشتن هر کلمه به غیر از زبان فارسی (فینگلیش) توهین بسیار بزرگی به فرهنگ و ادبیات و شاعران است.
oidjsf,1401-02-03,سلام واقعاااا برام قابل دررررک نیست آقایان چی میزنن که شراب انگوررا به مدهوش شدن و بی هوش شدن از جام الهی تلقی میکنن
oidjsf,1401-02-03,هر چند بهشت صد کرامت دارد
oidjsf,1401-02-03,مرغ و می و حور سرو قامت دارد
oidjsf,1401-02-03,ساقی بده این بادهٔ گلرنگ به نقد
oidjsf,1401-02-03,کان نسیهٔ او سر به قیامت دارد
oidjsf,1401-02-03,( عبید زاکانی رباعی شماره 12)
oidjsf,1401-02-03,با سلام خدمت تمامی عزیزان
oidjsf,1401-02-03,اول از همه به شخصه لذت وافر میبرم از این همه شهد و شکر و عشق که در رباعیات زیبای بزرگمردی همچون جناب خیام میبینم
oidjsf,1401-02-03,"بنده حقیر خواستم جوابی به کاربری به نام "" تلخ "" که الحق اسم برازنده ای نیز برای خود انتخاب کرده اند ، بیان کنم"
oidjsf,1401-02-03,اولا جناب تلخ ، شما خود از داشتن جنبه و تحمل و تامل در بیان و شنیدن افکار و عقیده انسان  های مختلف ، کلی با آب و تاب سخن گفته ای ولی خود شما ، عقیده و نظرهایی که با سنگ محک فکر و ذهن شما همراستا نبوده  را ذره ای تحمل نکردی و تا توانستی بهشون تاختی .
oidjsf,1401-02-03,"دوما چون درباره شخصیتی مثل جناب مطهری ( حالا  ایشان چه خوب بودند چه نبودند ) فرمودی که "" ایشان فیلسوف مسلط به ادبیات بوده اند."" نمیخواهم وارد  نقد تک تک کلمات این عبارت بشم چون کلمه به کلمه اون اشتباهه و غلطه ، در جواب شما ، از چنین فیلسوف والامقام مسلط به ادبیاااات فقط جملاتی را  نقل میکنم : «فردوسی مردی زیانکار بود. زنده کردن لغات فارسی باستانی، برگشت از تعالیم قرآن است. این همه سر و صدا برای عظمت فردوسی و جشنواره و هزاره و ساختن مقبره و دعوت خارجیان از تمام کشور‌ها برای احیای شاهنامه و تجلیل و تکریم از این مرد خاسر زیان برده تهیدست برای چیست؟! برای آن است که در برابر لغت قرآن و زبان عرب که زبان اسلام و زبان رسول ا… است، سی سال عمر خود را به عشق دینارهای سلطان محمود غزنوی به باد داده و شاهنامه افسانه‌ای را گرد آورده است.» ( تفسیر ها و توضیحات گروه هایی که قصد داشته اند که سخنان را توجیه و یا اصطلاحا ماست مالی بفرمایند را "
oidjsf,1401-02-03,کامل خوانده ایم و لطفا دوباره اشاراتی به آن مطالب نفرمایید )
oidjsf,1401-02-03,این نظر جناب مطهری درباره حکیم بزرگ جناب فردوسی است ، ببین دیگه راجب به جناب خیام نظرش چی بوده دیگه !!!!!!!!!!!!!!
oidjsf,1401-02-03,"سوما صحبت کردن به همراه تعدادی از الفاظ و آرایه های زبان فارسی و لفظ قلم صحبت کردن که اصطلاحا "" کتابی صحبت کردن "" به ان میگویند ، نشانه این نیست که شخصی ، استاد ادبیات یا آشنا به زیر و بم فنون شعر و انسان عالم و فاضلی باشد ، مهم ، مغز و درون مایه حرف ها و افکار آن شخص  است که با بیان مفهوم "" کوچه بازاری خواندن این رباعی "" تقریبا مابقی مطلب را "" بدون شرح "" باقی میگذارم ."
oidjsf,1401-02-03,انقد اشعار جناب خیام ، شیرین چو شهد عسل ، سهل و ممتنع و دارای گرانبهاترین اسرار خلقت و معرفت و زندگی و ......می باشند که هر کس میتونه برداشت خودشو داشته باشه ، به شما هم حق میدم که تقریبا خیلی هارو به نیت تایید برای فعل شراب خواری ، طرفدار جناب خیام بدانید در صورتی که خود شما ثانیه به ثانیه زندگی میکنی ( البته دور از جون شما بعد از 120 سال )  برای رسیدن  به نهر های مملو از شراب و عسل  و هزاران هزار حوری العین بهشتی ، و تنها حرف ، این است که آن شراب و حوری ، مصداقی از عشق خداوندی و پاداش  اسمانی و ازین جور تعاریف می باشند ولی اینجا و در حال حاضر ، حرف جناب خیام و اکثر
oidjsf,1401-02-03, خیام دوست ها ، مصداق شراب و عرق خوری و الواطی . 
oidjsf,1401-02-03,ولی در کل اگر اشعار جناب خیام را با چشم دل بخوانی ، چیزی جز عشق و ارامش ابدی در آنها نخواهی یافت . تمام ادیان و فرقه ها و گرایش ها را کاملا در بر میگیرد . این اشعار را باید با گوش دل شنید و با پوست روح و روان ، لمس و احساس کرد . با تمام وجود باید شعر را خواند نه با چشم و سواد .
oidjsf,1401-02-03,اینقدر این اشعار ، زیبا و جاودان ، خارق العاده و شگفت انگیز هستند که  اگر یه شخصی در یه زمانی عمدا بخواهد حتی از روی عناد و تعصب ، جسارتی به جناب خیام  بکند  ، والله نمی توانند و نخواهد توانست ، چون جناب خیام ، عینا واقعیت و مضامین بسیار سنگین و ثقیل کل هستی را ، آنچنان روان و لطیف بیان مینمایند تا همگان  با هر توان درک و فهم ، متوجه ان شوند، ولی گویا این سادگی گاهی به سبک بودن و کم ارزش بودن تلقی میشود .
oidjsf,1401-02-03,اگر اشعار جناب خیام مملو از کلمات سنگین و پیچیده و دهان پر کن بود ، آنوقت کسی دیگه حتی برای ضایع نشدن هم که بود ، چنین مطالبی مثل شما بیان میکرد ؟؟؟؟؟
oidjsf,1401-02-03,چه مسلمان چه مسیحی چه کمونیست  یا هر دین و آیین و مکتب و اعتقاد و گرایشی ، انسان در وهله اول ، انسان است . 
oidjsf,1401-02-03,خدای بخشنده  مهربان ، این دنیا را مملو از عشق و زیبایی آفریده است ، ولی ما انسان ها خرابش میکنیم ، حالا چه مثلا مسیحیت بهتر از بوداییزم باشد یا فرضا فرد مسلمان بهتر از فرد یهودی باشد یا خورشید پرستان بیشتر از ماه پرستان میفهمند و ............
oidjsf,1401-02-03,به یزدان که گر ما خرد داشتیم
oidjsf,1401-02-03,کجا این سرانجام بد داشتیم
oidjsf,1401-02-03,سلام بر دوستان
oidjsf,1401-02-03,فردوس برای هرکه یک جور خوش است
oidjsf,1401-02-03,بر می زده با شراب انگور خوش است
oidjsf,1401-02-03,بر مرد عزب با دو سه تا حور خوش است
oidjsf,1401-02-03,بر مرد عمل با سیخ و وافور خوش است
oidjsf,1401-02-03,خیام در این چهار پاره اب پاکی را بر روی مذهبی ها میریزد 
oidjsf,1401-02-03,او لذات نقد دنیوی را بهتر از بهشت ندیده ادیان میداند 
oidjsf,1401-02-03,و شراب را با بهشت خیالی معاوضه نمیکند
oidjsf,1401-02-03,با سلام؛ این همه مدعی و ادعای درک و فهم شعر و ادبیات فارسی و این تعداد غلطهای املایی و انشایی واقعا نوبر است!
